Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC
Online Retail,Gaussian Naive Bayes,0.9642857142857143,0.9315068493150684,0.9251700680272109,0.9283276450511946,0.9923334413130331
