Dataset,Model,Accuracy,Precision,Recall,F1 Score,ROC-AUC
Credit Card Fraud,Gaussian Naive Bayes,0.9797196540411571,0.1728395061728395,0.9333333333333333,0.2916666666666667,0.9886658677851009
